time,ET Model,CE & ET Model
1900.0,0.04334375000000001,0.04334375000000001
1900.5,0.04421466316900241,0.04421466316900241
1901.0,0.04489514766515101,0.0448951457709646
1901.5,0.045604512913622754,0.04560450901203346
1902.0,0.046340014963706544,0.04634000892864975
1902.5,0.04709937089831634,0.04709936258756681
1903.0,0.0478807490356055,0.04788073829845743
1903.5,0.048682594626001385,0.04868258130716741
1904.0,0.049478506237708025,0.04947849033727936
1904.5,0.050270601452531254,0.050270582817916305
1905.0,0.05106068667697353,0.05106066515479516
1905.5,0.05182631200896666,0.051826287558870074
1906.0,0.05259407403234046,0.0525940463766548
1906.5,0.05336506566865049,0.05336503465299931
1907.0,0.054139997362330536,0.05413996282572862
1907.5,0.05491955911096197,0.054919520888115185
1908.0,0.055704422140405024,0.05570438006165587
1908.5,0.05649523575926979,0.05649518965052248
1909.0,0.057292613508676905,0.05729256319260035
1909.5,0.05809714467741802,0.05809708997157499
1910.0,0.05701300302932151,0.05701300763914657
1910.5,0.05079961422993901,0.05079960778992672
1911.0,0.04648357841179394,0.04648356589262679
1911.5,0.043265346213723604,0.04326533023992712
1912.0,0.040216370382645646,0.04021637516353103
1912.5,0.0366047657249802,0.03660476270790144
1913.0,0.033949412851806623,0.03394940514587421
1913.5,0.03189598598155615,0.03189597521201361
1914.0,0.03025145500233408,0.030251442014551336
1914.5,0.028900018521468233,0.028900003833604592
1915.0,0.028041718345704836,0.02804169094675578
1915.5,0.027616569211181143,0.0276165412951605
1916.0,0.027231096814609595,0.02723106835365564
1916.5,0.026880868914975087,0.02688083988019045
1917.0,0.02656205656273939,0.026562026943736182
1917.5,0.02627140323749414,0.026271373024604635
1918.0,0.026006118514268123,0.0260060876985065
1918.5,0.025771039198693363,0.025771003695164146
1919.0,0.025689868812387277,0.0256898325774999
1919.5,0.025617612918855302,0.025617575943442873
1920.0,0.025553810597521782,0.025553772868333165
1920.5,0.025498021527824627,0.02549798304001898
1921.0,0.025449841925459675,0.02544980267736725
1921.5,0.02540890074905793,0.025408860742756015
1922.0,0.025374856497418267,0.025374815739226408
1922.5,0.02540249769355407,0.025402446060736657
1923.0,0.02562618604885513,0.02562613303705841
1923.5,0.025667906655998954,0.025668304919968365
1924.0,0.024812309767465655,0.02481269475596942
1924.5,0.0239852327752168,0.023985604930770437
1925.0,0.023185725016042907,0.023186084766411423
1925.5,0.022412867515508143,0.02241321527419771
1926.0,0.021665771931657873,0.021666108098391118
1926.5,0.020943579533935944,0.020943904495111413
1927.0,0.02024546021613808,0.020245774345274366
1927.5,0.01957061154226681,0.019570915200431888
1928.0,0.01891825782419125,0.01891855136041749
1928.5,0.018287649230051543,0.018287932981736907
