time,Base Model,DURS Model,CE Model,ET Model,CE & ET Model
1900.0,1.6,1.6,1.6,1.6,1.6
1900.5,1.6035647346401556,1.6035647346401556,1.6035647346401556,1.6035647346401556,1.6035647346401556
1901.0,1.6081857777384283,1.608185777761889,1.6081857776976496,1.6054543228864466,1.6054543228222924
1901.5,1.6135022872128264,1.613502287332558,1.6135022870047098,1.6081274714645708,1.608127469823482
1902.0,1.619423299078801,1.61942329939679,1.6194232985260741,1.6114725549963655,1.6114725504049225
1902.5,1.6258375932056484,1.6258375938395104,1.625837592103872,1.6153771488653366,1.615377140019797
1903.0,1.6326191310688145,1.632619132142847,1.632619129201934,1.619898391734768,1.6198983753948508
1903.5,1.63966983286854,1.6396698345083143,1.6396698300182881,1.6249669777168365,1.6249669525269068
1904.0,1.6469094428292652,1.646909445160241,1.646909438777569,1.6304723660533205,1.6304723307902973
1904.5,1.6542654518018591,1.654265454943204,1.6542654463415816,1.6362995303544507,1.6362994840603857
1905.0,1.6616998984074252,1.66169990247221,1.6616998913420262,1.6423603691612485,1.6423603109370475
1905.5,1.6691848939669194,1.6691848990613583,1.6691848851117792,1.6485864339823442,1.6485863629909894
1906.0,1.676700318894224,1.676700325117329,1.6767003080772385,1.6549029081536772,1.654902823709101
1906.5,1.6842320373103594,1.6842320447538806,1.684232024372049,1.661277786533251,1.6612776878448057
1907.0,1.6917705110063697,1.6917705197549204,1.691770495799656,1.6676854661446456,1.667685352473452
1907.5,1.6993097227036627,1.6993097328349747,1.6993097050934283,1.6741071467927087,1.6741070174260302
1908.0,1.7068463396604898,1.7068463512457446,1.706846319522999,1.680529377696293,1.680529231940005
1908.5,1.71437906444257,1.7143790775467842,1.7143790416647944,1.686942874866709,1.6869427120390168
1909.0,1.7219081316327023,1.7219081463151436,1.7219081061115984,1.6933414056209415,1.6933412250659727
1909.5,1.7294349184117188,1.7294349347263314,1.729434890053478,1.6997212154728418,1.6997210165322514
1910.0,1.736961644006084,1.7369616620019235,1.7369616127253737,1.7060805397194103,1.7060803217312308
1910.5,1.7444911384721837,1.744491158193845,1.7444911041913975,1.7124191090361058,1.712418871333401
1911.0,1.7520266655462173,1.752026687034254,1.7520266281947343,1.7187377683813891,1.7187375102907736
1911.5,1.759571787610416,1.7595718109017444,1.7595717471238845,1.725037510765923,1.7250372318575249
1912.0,1.7671136234112497,1.767113647866159,1.7671135809016754,1.7313183121023912,1.7313180125808318
1912.5,1.77464795936305,1.774647985029888,1.774647914746177,1.7375818274185004,1.7375815073284329
1913.0,1.7821786787964957,1.7821787057167833,1.7821786319998723,1.7438305181971814,1.743830177516796
1913.5,1.7897121496827038,1.789712177885545,1.7897121006553838,1.750067155556583,1.7500667942804122
1914.0,1.7972544160987773,1.7972544456119506,1.797254364792029,1.7562944967798118,1.7562941149806306
1914.5,1.804810138282087,1.8048101691316238,1.8048100846501072,1.7625157744775313,1.762515372118677
1915.0,1.8123831114610052,1.812383143671145,1.81238305546098,1.768734405921306,1.7687339828976196
1915.5,1.8199765747900611,1.8199766083833935,1.8199765163819022,1.774958023821058,1.7749575798842776
1916.0,1.8275933983860642,1.8275934333837487,1.8275933375320035,1.7811922719967335,1.781191806884592
1916.5,1.8352361990802448,1.8352362355022607,1.8352361357443827,1.787441017758066,1.787440531117406
1917.0,1.8429074140326462,1.8429074518980373,1.8429073481805014,1.7937069652174134,1.7937064566594858
1917.5,1.850609349052581,1.8506093883796884,1.8506092806517302,1.799992707962364,1.7999921770983505
1918.0,1.858344054189393,1.858344094994928,1.8583439832153938,1.8063007438320822,1.8063001902727382
1918.5,1.8661131580230979,1.8661132003240195,1.8661130844644684,1.8126291677037296,1.8126285965633981
1919.0,1.8739184850204682,1.873918528833944,1.87391840889094,1.8189607706576476,1.8189601814891718
1919.5,1.8817619619895591,1.8817620073329941,1.8817618833436158,1.8252983258470674,1.8252977182734678
1920.0,1.8896455661065605,1.889645612997661,1.8896454850576294,1.8316443567328242,1.8316437304553406
1920.5,1.8975712963810536,1.8975713448379035,1.897571213121596,1.8380012174966853,1.8380005722949404
1921.0,1.9055411583136406,1.9055412083547831,1.9055410731363969,1.8443710779755365,1.844370413739843
1921.5,1.913557155967299,1.9135572076118157,1.91355706928699,1.8507559594704452,1.8507552762179205
1922.0,1.9216212881975572,1.9216213414651457,1.92162120057242,1.8571577595000357,1.8571570573925336
1922.5,1.9297355472092066,1.9297356021202516,1.9297354593618292,1.8635782717651062,1.8635775511268629
1923.0,1.9379019184078476,1.9379019749834856,1.937901831244865,1.8700192023089925,1.8700184636434556
1923.5,1.9461223809646864,1.9461224392268677,1.9461222955949897,1.8764821826838738,1.8764814266892884
1924.0,1.9543989087660734,1.9543989687376158,1.9543988265172745,1.8829687954247663,1.88296802299937
1924.5,1.9627334715617828,1.9627335332664222,1.9627333939947487,1.889514269702042,1.889513399182285
1925.0,1.9711280362064876,1.9711280996689253,1.9711279651278353,1.896277680618037,1.8962767300813799
1925.5,1.9795845679345732,1.9795846331805163,1.9795845054070715,1.9032220446089965,1.9032210288870486
1926.0,1.9881050316345048,1.988105098690706,1.9881049799853847,1.9103189388035713,1.9103178704290418
1926.5,1.9966913931040395,1.9966914619983314,1.9966913549312524,1.9175458497788478,1.917544739358249
1927.0,2.005345620276304,2.005345691037631,2.0053455984528115,1.9248852919772188,1.9248841485635375
1927.5,2.0140696844119277,2.014069757070377,2.0140696820881203,1.9323239353184907,1.9323227667478258
1928.0,2.022865561255449,2.0228656358422774,2.022865581859829,1.9398593151922514,1.9398581290499821
1928.5,2.03173523215601,2.0317353087036665,2.0317352793942693,1.9474825731917873,1.9474813758195049
1929.0,2.0406870394576098,2.0406871181591657,2.0406871171207217,1.955186802410354,1.9551855996147578
1929.5,2.0497243018027316,2.0497243826892895,2.0497244141703947,1.9629672041408506,1.962966001357778
1930.0,2.0588489046954304,2.058848987800746,2.0588490563164523,1.9708206412978921,1.9708194437252102
1930.5,2.068062802087064,2.0680628874472506,2.0680629977747316,1.978745277264167,1.9787440899647408
1931.0,2.0773680054290082,2.077368093082334,2.0773682502555393,1.9867402844474074,1.9867391124277145
1931.5,2.086766575951077,2.086766665937823,2.0867668752413526,1.9947964824473607,1.9947953317737117
1932.0,2.096260619080166,2.0962607114425187,2.0962609784049135,2.002915972798889,2.0029148494039246
1932.5,2.1058522803446853,2.1058523751266645,2.1058527055132603,2.011101001759489,2.0110999115166197
1933.0,2.115543742351494,2.115543839598892,2.115544239404398,2.019353898247304,2.0193528470192135
1933.5,2.125337222561293,2.1253373223216365,2.1253377977625534,2.0276795813965056,2.0276785764358554
1934.0,2.1352349716722077,2.1352350739947275,2.1352356315017227,2.0360813743072157,2.0360804214256105
1934.5,2.145239272474033,2.1452393774096414,2.145240023619984,2.0445605914701566,2.04455969656952
1935.0,2.155352439070575,2.155352546671855,2.1553532884219986,2.053118746516389,2.0531179155958252
1935.5,2.165576816391727,2.165576926712921,2.165577771031313,2.0617578630334394,2.0617571013581384
1936.0,2.1759147799343372,2.175914893031346,2.1759158471315354,2.0704865768088108,2.070485890703025
1936.5,2.1863687356839208,2.1863688516143016,2.186369922888399,2.079306631994403,2.079306027891581
1937.0,2.196941120179058,2.1969412390020304,2.196942435014575,2.0882199060871667,2.0882193905289532
1937.5,2.2076344006879602,2.207634522464407,2.2076358509466822,2.097228370791713,2.097227950425568
1938.0,2.218451075472541,2.2184512002650174,2.2184526691098427,2.106334067255708,2.106333748831247
1938.5,2.229393674119994,2.2293938019927357,2.2293954192497663,2.1155390879711775,2.115538878335833
1939.0,2.2404647579254995,2.24046488894443,2.240466662815981,2.1248455636535444,2.124845469747949
1939.5,2.251666920312534,2.251667054545275,2.25166899338268,2.1342556538888635,2.1342556827422445
1940.0,2.2630027872795253,2.263002924795407,2.2630050370959225,2.1437715406422964,2.1437716993680827
1940.5,2.2744746429385008,2.274474783804857,2.2744770796293983,2.153395423940027,2.1533957197318196
1941.0,2.294783099526662,2.2947832439935816,2.2947857138896706,2.1706783798015006,2.170678831880935
1941.5,2.314951374002918,2.3149515221505954,2.314954175709903,2.1878445386721483,2.187845155163182
1942.0,2.3350502022914985,2.3350503542070937,2.3350532011788308,2.2049613628593105,2.204962152181004
1942.5,2.355131219205029,2.3551313749800924,2.3551344252729023,2.222078079198792,2.22207905000977
1943.0,2.375233761602743,2.375233921332452,2.3752371850383667,2.2392329591859674,2.239234121452527
1943.5,2.395388610523558,2.395388774306516,2.395392261727143,2.2564548922275103,2.2564562549037586
1944.0,2.415620265430858,2.4156204333690527,2.415624155038872,2.2737668942451315,2.2737684664845204
1944.5,2.4359484597634613,2.435948631962265,2.43595259866853,2.2911874688938414,2.2911892600781547
1945.0,2.456389244902605,2.4563894214707727,2.4563936442706766,2.3087317324715104,2.3087337522263445
1945.5,2.4769558027761285,2.4769559838257993,2.4769604740617,2.326412219404594,2.3264144776071376
1946.0,2.4976590725405394,2.497659258187242,2.4976640275006035,2.3442325343541195,2.344234976228335
1946.5,2.5185082416880027,2.518508432050661,2.518513492395207,2.3621576123145918,2.3621602480202273
1947.0,2.539511134243315,2.539511329444262,2.539516693098713,2.380195644250533,2.380198483762327
1947.5,2.560674518943393,2.5606747191083894,2.560680398689059,2.398352969142427,2.398356024304897
1948.0,2.5820043543235913,2.5820045595818506,2.5820105680553107,2.416634485415104,2.4166377670145565
1948.5,2.6035059836512535,2.6035061941354707,2.603512544831432,2.435045000146559,2.435048518557454
1949.0,2.6251842898028572,2.6251845056492464,2.625191212273786,2.4535890624817998,2.4535928279636487
1949.5,2.6470438180577944,2.6470440394061274,2.6470511160553487,2.472270949859029,2.472274972702343
1950.0,2.6690888731515123,2.6690891001451633,2.6690965613193574,2.4910947065025804,2.4910989971094906
1950.5,2.6913235956575914,2.69132382844359,2.6913316890619474,2.510064180312636,2.510068749249048
1951.0,2.7137520217635607,2.713752260492641,2.7137605359085666,2.5291830930335113,2.529187951064844
1951.5,2.7363781297069307,2.7363783745335875,2.7363870805506285,2.5484550827348276,2.5484602408546984
1952.0,2.7592058755007582,2.759206126583305,2.759215279471734,2.5678837382501554,2.567889207705177
1952.5,2.782239220067794,2.782239477568424,2.7822490940824776,2.587452551967379,2.5874585873640084
1953.0,2.805482149492605,2.8054824135774568,2.8054925109732465,2.607111807187241,2.607118633250434
1953.5,2.8289386897714888,2.828938960610701,2.8289495566648135,2.6268212935616138,2.6268290984490403
1954.0,2.852612917174379,2.8526131949421645,2.8526243079709386,2.6465506678688735,2.646559604519273
1954.5,2.8765089180992702,2.8765092029597725,2.8765208506691398,2.666278206621325,2.6662883954300076
1955.0,2.90064148379531,2.900641775921098,2.900653970737961,2.6859907740243694,2.686002304276029
1955.5,2.9250225938932695,2.925022893473968,2.9250356538351134,2.7056851716261083,2.705698104882081
1956.0,2.9496580256919573,2.949658332926173,2.949671679734208,2.7253654480759595,2.725379820589078
1956.5,2.9745516034168205,2.974551918510046,2.9745658740548637,2.7450418325712884,2.7450576575691157
1957.0,2.9997065484162615,2.9997068715803605,2.999721459219335,2.7647297867510683,2.7647470567350116
1957.5,3.0251259128810664,3.0251262443341744,3.025141488406195,2.784449107305248,2.7844677964777356
1958.0,3.050812723411339,3.050813063377867,3.0508289891914053,2.8042230497690475,2.8042431166587245
1958.5,3.076770030844404,3.076770379555084,3.076787013401851,2.8240774595832714,2.8240988498943858
1959.0,3.1030009279118453,3.103001285603793,3.103018654783135,2.8440399089065136,2.844062558577389
1959.5,3.129508554358139,3.129508921274936,3.1295270541241647,2.864138847475896,2.8641626858953346
1960.0,3.156296096148555,3.156296472540332,3.1563153984692494,2.8844027830494356,2.8844277363508524
1960.5,3.1833667813100934,3.1833671674336292,3.1833869169624234,2.9048595115555877,2.9048855058882967
1961.0,3.2107238736018173,3.2107242697206417,3.2107448745206932,2.9255354190022933,2.9255623836686984
1961.5,3.238370664709475,3.2383710710939737,3.238392564031247,2.9464721122926774,2.946499877910987
1962.0,3.266310465430129,3.266310882357652,3.266333297538433,2.9677071735346146,2.9677356826447627
1962.5,3.294546596181154,3.294547023936126,3.2945703967549234,2.98926027992217,2.9892894917118182
1963.0,3.3230657994596347,3.323066235055309,3.323090304888605,3.0111453168154863,3.011175204157142
1963.5,3.3517766089106997,3.3517770526635213,3.351801855846371,3.033372058745067,3.033402608209758
1964.0,3.380685050914321,3.38068550312794,3.380711075497725,3.055946784356129,3.05597799643399
1964.5,3.409796460153633,3.4097969211248538,3.409823298576358,3.0788726401542506,3.0789045291490362
1965.0,3.4391156725343515,3.4391161425562364,3.4391433613462787,3.1021499827622296,3.1021825762472126
1965.5,3.4686471247855,3.4686476041494942,3.468675701117569,3.125776758753061,3.1258100966196527
1966.0,3.498376713933175,3.49837720278299,3.4984062462773937,3.1497220052892265,3.149756324762188
1966.5,3.5282815766789675,3.528282075371402,3.5283120835689084,3.1739853460431897,3.174020685993273
1967.0,3.558392306590653,3.5583928154533395,3.5584238197304736,3.1985664668159175,3.198602865742155
1967.5,3.5887238353545423,3.5887243547043806,3.5887563924279995,3.223463788212132,3.2235012933500524
1968.0,3.619284627475571,3.6192851576273957,3.6193182693608232,3.2486745162442814,3.2487131841998957
1968.5,3.6500804261431883,3.6500809674187322,3.65011519635875,3.27418637285143,3.274226419581518
1969.0,3.6811158412987264,3.6811163940240665,3.681151785169624,3.299987127690835,3.300028598306778
1969.5,3.7123829094487624,3.7123834730566045,3.712420011426601,3.3260770606058188,3.3261199993967803
1970.0,3.743840285764826,3.7438408604106432,3.743878580640282,3.3524564537880073,3.352500912775047
1970.5,3.775529622640863,3.775530209130427,3.775569174852757,3.3791249976168203,3.3791710369885726
1971.0,3.8074702751008616,3.8074708737016474,3.8075111296009565,3.406081883021464,3.406129569905432
1971.5,3.839661713331198,3.8396623243403396,3.8397039179946346,3.433313754176019,3.433363512148164
1972.0,3.8721046602008147,3.872105283975557,3.872148266535043,3.4608044617183356,3.46085630101988
1972.5,3.904800653433912,3.9048012905115863,3.9048457183605603,3.4885624897879026,3.4886164067813414
1973.0,3.937751798616694,3.9377524499543775,3.937798383247765,3.5165963022770943,3.5166523065818733
1973.5,3.9709606053132154,3.970961272733708,3.9710087747359752,3.5449127450204303,3.5449708626037904
1974.0,4.004429866491648,4.004430553380856,4.004479690145993,3.573517051429849,3.573577323086868
1974.5,4.038163099384226,4.038163811759305,4.038214657874278,3.6023778434886022,3.6024402778090447
1975.0,4.072166808148244,4.072167555791197,4.07222018227992,3.631479512028799,3.6315442005087095
1975.5,4.106443861719708,4.106444659897272,4.106499140340801,3.660786529675257,3.660852856927399
1976.0,4.140997163464267,4.140998034901644,4.141054445448409,3.6902729894722635,3.690341039851343
1976.5,4.175836822472075,4.175837799672132,4.175896214644654,3.7199509868746508,3.72002063318817
1977.0,4.210968129206787,4.210969257084056,4.21102975693979,3.7498351503374576,3.749906536457584
1977.5,4.246394299257393,4.246395638133755,4.246458307192871,3.779925976830431,3.7799992438438266
1978.0,4.282110492646311,4.2821121211314805,4.282177017537809,3.810223810592327,3.810299090356434
1978.5,4.318076085064463,4.318078104997222,4.318145316305689,3.8407431695206076,3.840820645553741
1979.0,4.354292832935258,4.3542953738171,4.3543649903042,3.8715255650836538,3.87160535358349
1979.5,4.390762017204498,4.390765242011127,4.3908373567891115,3.90257314838152,3.9026553572468363
1980.0,4.427484539364864,4.427488651447139,4.427563360587989,3.933889069568791,3.933973799034418
1980.5,4.464460971041161,4.464466222204795,4.46454362486768,3.965477363306811,3.9655647076174585
1981.0,4.501678105268262,4.501684633381608,4.501764500272733,3.997334795632434,3.9974254587042464
1981.5,4.539103652406309,4.539111795926344,4.539194228600195,4.029436375842766,4.029530023308764
1982.0,4.576737567573077,4.576747735882627,4.5768328372735425,4.061748048094324,4.061844618382535
1982.5,4.614579311324187,4.614591996467759,4.6146798714631,4.094272539293303,4.094371979159123
1983.0,4.652627912589596,4.652643701949584,4.652734457737593,4.127012019370309,4.1271143130810675
1983.5,4.6908820016165125,4.690901591511755,4.690995337835074,4.159982098828872,4.1600869826103395
1984.0,4.729329710731675,4.729350821552591,4.729445640578011,4.193185265567513,4.19329283811676
1984.5,4.7679053316545,4.767928346675676,4.768024322067217,4.226621926996418,4.226732309709922
1985.0,4.806607739907474,4.806633091893695,4.8067303002748565,4.260299256035834,4.260412582478543
1985.5,4.845435189814378,4.845463368928324,4.845561881912871,4.29422058926471,4.294336991845002
1986.0,4.88438540695842,4.884416978262989,4.884516869721478,4.328350340237204,4.328470810111034
1986.5,4.923455815528791,4.923491403968363,4.92359273716932,4.362688948080787,4.36281347305276
1987.0,4.962643106517708,4.962683418628708,4.962786256588803,4.397245700868878,4.39737425591326
1987.5,5.001943597361793,5.001989428015057,5.002093833705103,4.432028930421083,4.432161514530833
1988.0,5.04135323430953,5.0414054741824454,5.04151151109259,4.467045557309845,4.467182199066866
1988.5,5.0808676056865165,5.0809272488106805,5.081034981473947,4.502301176687468,4.502441932667265
1989.0,5.1204969897824,5.120565145379021,5.120674690672862,4.537800801317723,4.5379457611046785
1989.5,5.16025838638487,5.160336280661948,5.160447707983735,4.573515448717443,4.573664590008414
1990.0,5.200145989660729,5.200234975107596,5.200348355904629,4.609419141724347,4.609573056451665
1990.5,5.240153644195437,5.2402552201226476,5.24037063083547,4.6455138418408115,4.6456725986934355
1991.0,5.280274857755026,5.280390677222993,5.280508198955553,4.68180805578574,4.68197171880292
1991.5,5.320502719092142,5.320634594762306,5.320754312726603,4.718309170158959,4.718477820697832
1992.0,5.360829373489852,5.360979377521927,5.361101375617964,4.755023156659506,4.755196896972702
1992.5,5.401248653954502,5.401418973798718,5.401543344079982,4.79195466982971,4.792133622278154
1993.0,5.4417521199602055,5.441945124111666,5.442071962631671,4.8291072164705025,4.829291521769184
