time,DURS Model,CE Model,ET Model,CE & ET Model
1973.5,0.9031331273932971,0.9042461497433556,0.9242010470386207,0.9250245162577376
1974.0,0.9012102678941031,0.9023554003985697,0.9228439357979882,0.9236887037209887
1974.5,0.8992451507418748,0.9004233461628228,0.921464501661392,0.9223310986204476
1975.0,0.8972371298331334,0.8984493722976176,0.920062415929295,0.9209513914705074
1975.5,0.8951935328617577,0.8964408615336817,0.918637363621035,0.919549287737029
1976.0,0.8931196652003575,0.894403131715144,0.9171889937104605,0.9181244580174068
1976.5,0.8910151288783712,0.8923358199915203,0.9157168893479469,0.9166765150353534
1977.0,0.8888795116765387,0.8902385505492519,0.9142205199363536,0.9152049519580204
1977.5,0.8867123938669009,0.8881109413029108,0.9126994906624415,0.9137093993956201
1978.0,0.8845133509346279,0.8859526065260904,0.9111533921933677,0.9121894739897417
1978.5,0.88228195522117,0.883763158406003,0.9095818010326956,0.9106447786033167
1979.0,0.8800177797579811,0.8815422108084735,0.9079842785820755,0.90907490126169
1979.5,0.877720393953355,0.8792893749534697,0.9063603696584924,0.90747941359304
1980.0,0.8753893637748504,0.8770042595840614,0.9047096006854372,0.9058578689797858
1980.5,0.8730242518627845,0.8746864710938675,0.9030314770311605,0.9042097998946762
1981.0,0.8706246176251502,0.8723356136536338,0.9013256142011092,0.9025348289882287
1981.5,0.8681900186952061,0.869951289887266,0.89959096167435,0.9008318865216692
1982.0,0.865720012810469,0.8675331023378678,0.897818408165327,0.8990919428234189
1982.5,0.863214154540036,0.8650806529014782,0.896007428439337,0.8973145002738165
1983.0,0.8606719954699973,0.8625935422472657,0.8941574924230986,0.8954990567719586
1983.5,0.8580930843459844,0.8600713696875854,0.8922676329531928,0.8936446795607541
1984.0,0.8554769672068905,0.8575137332387237,0.8903371939372714,0.891750729159337
1984.5,0.8528231888422511,0.8549203185164754,0.8883655372453964,0.8898165982818206
1985.0,0.8501312976529601,0.8522910427391164,0.8863519859944865,0.8878416418931792
1985.5,0.8474008392856556,0.8496255238663151,0.8842958075289697,0.8858251603867054
1986.0,0.844631356923512,0.8469233791090364,0.8821975283274712,0.8837676846445085
1986.5,0.8418223913154694,0.8441842253774369,0.880056718177789,0.8816688417241894
1987.0,0.8389734797225704,0.84140767871652,0.8778727147121321,0.8795279967628601
1987.5,0.8360841590642142,0.8385933573828585,0.8756448545601541,0.877344524601719
1988.0,0.8331539652116238,0.8357408811920012,0.873372468814796,0.8751177958161732
1988.5,0.830182432962268,0.8328498715314084,0.8710606115930515,0.8728530020790816
1989.0,0.8271690961847104,0.8299199515441337,0.8687155619442438,0.8705563702165994
1989.5,0.8241134865129902,0.8269507448603969,0.8663368890008846,0.868227513589263
1990.0,0.8210151329441887,0.823941875243685,0.8639245310831295,0.8658664062460234
1990.5,0.817873564424289,0.820892607019692,0.8614782715753778,0.8634728826552086
1991.0,0.8146883097040758,0.8178022867497863,0.8589978114017479,0.8610466906991748
1991.5,0.8114588967599793,0.8146705154832428,0.856482852326675,0.8585875826556081
1992.0,0.8081848526847835,0.8114968957390241,0.8539330942556915,0.8560953146579668
1992.5,0.8048657068611251,0.808281034477088,0.8513482342603752,0.8535696357999417
1993.0,0.8015009721981499,0.8050225241674202,0.8487279658715765,0.8510102931980216
1993.5,0.7980901648653103,0.8017209625546373,0.8460719784721529,0.8484170314032188
1994.0,0.794632803600543,0.7983759518231632,0.8433799567226417,0.8457895919170402
1994.5,0.7911284097603116,0.794987098902269,0.8406515799928415,0.8431277127513798
1995.0,0.7875765073715165,0.791554015556384,0.8378865217865983,0.8404311280075486
1995.5,0.7839766232142273,0.788076318508275,0.8350844506510907,0.8376995690619099
1996.0,0.7803284802355619,0.7845538228976023,0.8322450309479317,0.834932760116195
1996.5,0.7766318551796405,0.7809863999245134,0.8293679191300596,0.832130449071689
1997.0,0.7728864668832087,0.7773738650129145,0.8264527633451284,0.8292927265808073
1997.5,0.7690920094128532,0.773716011170154,0.8234992029500594,0.8264193122248541
1998.0,0.7652481679173575,0.7700126248762712,0.8205068679912858,0.8235099183131336
1998.5,0.7613546261168557,0.7662634936052604,0.8174753786744448,0.8205642686620485
1999.0,0.7574110708597899,0.7624684105960304,0.8144043448332101,0.8175820658762466
1999.5,0.753417213108132,0.7586271954009168,0.8112933655146984,0.8145630027148262
2000.0,0.7493727484169033,0.7547396542899046,0.808142028701862,0.811506764905051
2000.5,0.7452773764070867,0.7508056001715615,0.804949911037773,0.8084130318222953
2001.0,0.7411308008368445,0.7468248526475486,0.8017165775908239,0.8052814140123963
2001.5,0.7369327277050745,0.742797236115489,0.7984415811992857,0.8021115542159963
2002.0,0.7326828620014028,0.7387225766869442,0.7951244606161806,0.7989030959275626
2002.5,0.7283809131476717,0.7346007074418317,0.7917647177634436,0.7956556482609741
2003.0,0.7240265949119564,0.7304314684176164,0.7883618404280226,0.7923688090135849
2003.5,0.7196196253598648,0.7262147065965521,0.7849153937848925,0.7890419478268309
2004.0,0.7151597268286002,0.7219502759055505,0.7814249775070778,0.785674416522781
2004.5,0.7106466259157821,0.7176380373266498,0.7778901103456359,0.7822658212988928
2005.0,0.7060800213233362,0.713277826817623,0.7743103060883925,0.7788157460226223
2005.5,0.7014596098549734,0.7088694811486808,0.7706850722494517,0.7753237771403569
2006.0,0.696785097154941,0.7044128487032123,0.7670139251633257,0.7717895178714049
2006.5,0.6920561727841696,0.6999077645596484,0.7632966484023789,0.7682128385352616
2007.0,0.687272537775455,0.6953540782380384,0.75953293412382,0.7645935201537615
2007.5,0.6824339062888686,0.6907516550926943,0.7557224340856685,0.7609313054354928
2008.0,0.6775400050042547,0.6861003770946227,0.7518647807553765,0.7572259199198847
2008.5,0.6725905725552793,0.6814001409151742,0.7479595975588695,0.7534770822785029
2009.0,0.6675853590416497,0.6766508575142155,0.744006503897764,0.7496845093922038
2009.5,0.6625242882013679,0.6718526149944998,0.7400051176114381,0.7458479188757141
2010.0,0.6574072511471574,0.6670054709536531,0.7359550562096213,0.7419670303791626
2010.5,0.6522341262352662,0.6621094731694642,0.7318559375673802,0.7380415662585628
2011.0,0.6470047910227952,0.6571646564266058,0.7277073803395067,0.7340712519870908
2011.5,0.641719145523336,0.6521710764114215,0.7235090042136734,0.7300558166760505
2012.0,0.6363771035060339,0.6471288094504712,0.7192604234231949,0.7259949865014502
2012.5,0.6309785867667346,0.6420379444849594,0.7149612456046766,0.7218884839061471
2013.0,0.6255235256047851,0.6368985823500359,0.7106110839200602,0.7177360396809568
2013.5,0.6200118589483441,0.631710835226991,0.7062095573861253,0.7135373933929484
2014.0,0.6144435422354624,0.6264748332011066,0.7017562914960811,0.7092922941080707
2014.5,0.608818538550231,0.6211907158256889,0.6972509179345081,0.7050005002222538
2015.0,0.603136818368342,0.61585863399579,0.6926930707878537,0.7006617754688795
2015.5,0.5974003685184546,0.6104810367777178,0.6880823694073288,0.6962758735509387
2016.0,0.591618056583297,0.6050637902348361,0.6834184372317363,0.691842554556489
2016.5,0.5857937799084417,0.5996072929096261,0.678700904140472,0.6873615886019463
2017.0,0.5799280060504273,0.5941124260519447,0.6739294104958047,0.6828327600187596
2017.5,0.5740212601688648,0.5885855820401038,0.6691036088135803,0.6782558708173019
2018.0,0.5680741185119109,0.5830274588700716,0.6642231643275764,0.6736307397197199
2018.5,0.5620872063847495,0.5774388176122953,0.6592877551516116,0.6689571959395301
2019.0,0.5560611831817869,0.5718205329955055,0.6542970699600128,0.6642350782983073
2019.5,0.549996731940665,0.5661735940417331,0.6492507832360628,0.6594642212050968
2020.0,0.5438945641825511,0.5604990940899486,0.6441486873454766,0.6546445497591179
2020.5,0.5377554213685595,0.5547981947154703,0.6389909181312448,0.6497763906413891
2021.0,0.531580070870262,0.549072108014891,0.6337774567960085,0.6448598924196381
2021.5,0.5253692995258427,0.543322084342457,0.6285081976125718,0.6398950914223787
2022.0,0.5191239251630797,0.5375493942031485,0.6231832585817886,0.6348822906079851
2022.5,0.5128447938864177,0.5317553176476615,0.617802992587423,0.6298220078172441
2023.0,0.5065327760836728,0.5259411422740171,0.6123677760775328,0.624714788644925
2023.5,0.5001887646093243,0.5201081555371794,0.6068780042531419,0.6195612007867797
2024.0,0.49381367312607843,0.5142576429794065,0.6013340850955391,0.6143618276899316
2024.5,0.4874165832396979,0.5083908695093984,0.5957364330802177,0.6091172620858525
2025.0,0.48100275130511605,0.5025133724653659,0.5900899058662168,0.6038280995355899
